Date;Electrolyseur;I_kA;U_V;QHCl_L_h;%O2_Mesure
2025-01-13;304;12,6;344,2;173,1;1,92
2025-01-13;305;13,0;345,0;162,7;1,79
2025-01-13;306;13,4;346,2;173,5;1,83
2025-01-13;307;13,3;346,0;161,5;1,7
2025-01-14;303;15,0;350,6;194,2;1,82
2025-01-14;304;15,2;351,0;212,1;1,92
2025-01-14;305;14,3;348,6;176,0;1,81
2025-01-14;306;14,9;350,2;198,0;1,95
2025-01-14;307;14,9;350,2;188,4;1,83
2025-01-15;303;16,0;353,2;218,6;1,9
2025-01-15;304;16,0;353,3;219,7;1,93
2025-01-15;305;15,8;352,4;212,1;1,9
2025-01-15;306;16,2;353,9;222,1;2,01
2025-01-15;307;15,9;353,1;201,8;1,78
2025-01-16;303;14,4;349,0;181,4;1,67
2025-01-16;304;13,9;347,4;176,7;1,78
2025-01-16;305;14,7;349,5;189,5;1,8
2025-01-16;306;14,3;348,6;185,4;1,84
2025-01-16;307;14,3;348,5;171,9;1,73
2025-01-17;303;14,9;350,2;196,7;1,81
2025-01-17;304;14,6;349,5;193,8;1,85
2025-01-17;305;15,2;351,1;193,1;1,74
2025-01-17;306;14,8;350,1;186,1;1,74
2025-01-17;307;14,8;349,7;179,5;1,65
2025-01-18;303;16,6;354,9;236,7;2,0
2025-01-18;304;15,5;351,8;214,7;1,88
2025-01-18;305;16,2;353,8;216,8;1,82
2025-01-18;306;16,1;353,6;223,1;1,86
2025-01-18;307;16,0;353,4;210,9;1,87
2025-01-19;303;13,2;345,6;173,6;1,81
2025-01-19;304;12,6;344,2;171,5;1,9
2025-01-19;305;13,4;346,1;166,7;1,75
2025-01-19;306;13,9;347,7;176,9;1,73
2025-01-19;307;13,4;345,9;166,8;1,78
2025-01-20;303;14,7;349,6;192,6;1,81
2025-01-20;304;15,0;350,5;200,6;1,94
2025-01-20;305;14,0;347,7;170,0;1,67
2025-01-20;306;14,8;350,0;191,5;1,79
2025-01-20;307;14,6;349,4;177,0;1,8
2025-01-21;303;14,0;347,9;177,7;1,66
2025-01-21;304;14,4;348,9;189,9;1,88
2025-01-21;305;14,3;348,6;176,5;1,75
2025-01-21;306;13,8;347,3;172,6;1,75
2025-01-21;307;13,9;347,6;161,8;1,65
2025-01-22;303;15,9;352,9;216,9;1,85
2025-01-22;304;15,5;352,0;210,6;1,96
2025-01-22;305;15,8;352,8;213,3;1,96
2025-01-22;306;15,8;352,7;207,0;1,84
2025-01-22;307;15,7;352,4;202,7;1,83
2025-01-23;303;14,3;348,8;182,3;1,82
2025-01-23;304;15,5;352,0;210,0;1,86
2025-01-23;305;15,0;350,2;187,9;1,71
2025-01-23;306;14,3;348,6;182,1;1,71
2025-01-23;307;15,0;350,5;188,6;1,78
2025-01-24;303;15,8;352,6;206,7;1,83
2025-01-24;304;15,9;353,0;223,5;1,93
2025-01-24;305;15,9;352,8;211,2;1,93
2025-01-24;306;15,1;350,9;199,7;1,83
2025-01-24;307;15,5;351,8;193,7;1,81
2025-01-25;303;12,9;344,8;169,6;1,83
2025-01-25;304;13,2;345,6;174,5;1,8
2025-01-25;305;13,2;345,6;168,5;1,74
2025-01-25;306;12,6;344,2;170,7;1,85
2025-01-25;307;13,5;346,3;160,7;1,56
2025-01-26;303;14,4;348,9;184,3;1,84
2025-01-26;304;14,3;348,7;186,5;1,74
2025-01-26;305;13,9;347,5;170,5;1,73
2025-01-26;306;14,1;348,0;177,6;1,71
2025-01-26;307;14,4;348,7;173,2;1,73
2025-01-27;303;14,5;349,2;185,3;1,67
2025-01-27;304;14,7;349,8;199,7;1,86
2025-01-27;305;15,2;350,9;189,8;1,73
2025-01-27;306;14,8;350,0;190,9;1,72
2025-01-27;307;14,8;349,9;182,8;1,74
2025-01-28;303;13,2;345,8;170,0;1,77
2025-01-28;304;13,4;346,4;179,4;1,86
2025-01-28;305;13,2;345,6;166,0;1,79
2025-01-28;306;13,4;346,3;173,0;1,72
2025-01-28;307;13,4;346,2;165,8;1,78
2025-01-29;303;16,1;353,5;224,8;1,97
2025-01-29;304;15,5;352,1;211,9;1,81
2025-01-29;305;15,6;352,2;207,8;1,89
2025-01-29;306;16,0;353,3;214,9;1,84
2025-01-29;307;15,6;351,9;203,2;1,73
2025-01-30;303;15,1;350,8;201,6;1,82
2025-01-30;304;15,2;351,2;203,8;1,86
2025-01-30;305;15,2;351,0;195,1;1,82
2025-01-30;306;15,3;351,6;204,8;1,84
2025-01-30;307;15,0;350,6;182,2;1,67
2025-01-31;303;15,2;351,0;194,6;1,83
2025-01-31;304;14,8;350,1;196,4;1,91
2025-01-31;305;14,8;349,9;184,9;1,7
2025-01-31;306;14,8;350,0;201,8;1,86
2025-01-31;307;15,4;351,6;198,8;1,83
2025-02-01;303;15,8;352,8;211,7;1,9
2025-02-01;304;16,0;353,4;224,7;1,97
2025-02-01;305;16,0;353,1;212,6;1,92
2025-02-01;306;15,7;352,4;210,0;1,98
2025-02-01;307;15,5;351,9;196,6;1,79
2025-02-02;303;15,0;350,6;197,8;1,85
2025-02-02;304;14,4;349,1;188,5;1,8
2025-02-02;305;14,9;350,0;193,8;1,8
2025-02-02;306;14,5;349,2;183,4;1,83
2025-02-02;307;14,8;349,8;185,2;1,83
2025-02-03;303;13,8;347,3;178,2;1,88
2025-02-03;304;13,8;347,5;179,2;1,84
2025-02-03;305;14,0;347,8;170,6;1,74
2025-02-03;306;13,8;347,4;176,8;1,88
2025-02-03;307;13,8;347,1;163,1;1,62
2025-02-04;303;13,8;347,3;169,0;1,69
2025-02-04;304;14,2;348,3;185,4;1,79
2025-02-04;305;13,9;347,4;164,6;1,66
2025-02-04;306;14,1;348,3;180,4;1,79
2025-02-04;307;13,9;347,5;165,2;1,61
2025-02-05;303;14,9;350,3;191,0;1,84
2025-02-05;304;15,1;350,8;202,0;1,9
2025-02-05;305;15,4;351,5;196,2;1,79
2025-02-05;306;15,7;352,4;213,7;1,87
2025-02-05;307;15,0;350,5;184,6;1,69
2025-02-06;303;15,9;352,9;219,5;1,95
2025-02-06;304;14,8;350,1;195,0;1,83
2025-02-06;305;15,3;351,3;202,0;1,94
2025-02-06;306;14,9;350,5;199,1;1,84
2025-02-06;307;15,2;351,0;186,4;1,75
2025-02-07;303;13,5;346,5;173,6;1,85
2025-02-07;304;13,6;346,8;176,2;1,72
2025-02-07;305;13,3;345,7;170,7;1,85
2025-02-07;306;13,3;346,0;172,2;1,74
2025-02-07;307;13,7;346,9;161,1;1,69
2025-02-08;303;13,8;347,4;174,3;1,83
2025-02-08;304;13,4;346,3;177,7;1,82
2025-02-08;305;13,5;346,3;170,1;1,76
2025-02-08;306;13,5;346,5;178,6;1,99
2025-02-08;307;13,2;345,7;164,5;1,77
2025-02-09;303;14,8;350,2;190,3;1,82
2025-02-09;304;15,1;350,9;203,9;1,94
2025-02-09;305;15,4;351,6;195,4;1,71
2025-02-09;306;15,1;350,7;199,1;1,86
2025-02-09;307;15,1;350,8;188,8;1,8
2025-02-10;303;14,3;348,7;179,0;1,74
2025-02-10;304;14,0;347,8;184,5;1,76
2025-02-10;305;13,7;347,1;172,9;1,73
2025-02-10;306;14,0;347,8;181,9;1,78
2025-02-10;307;14,0;347,9;169,1;1,61
2025-02-11;303;14,5;349,4;184,9;1,82
2025-02-11;304;14,4;349,0;191,5;1,84
2025-02-11;305;13,7;346,9;169,3;1,8
2025-02-11;306;14,5;349,0;189,0;1,81
2025-02-11;307;14,4;348,8;175,6;1,72
2025-02-12;303;15,1;350,8;197,7;1,84
2025-02-12;304;15,1;350,9;203,1;1,81
2025-02-12;305;15,0;350,4;189,5;1,73
2025-02-12;306;14,9;350,2;194,1;1,78
2025-02-12;307;15,4;351,4;195,4;1,79
2025-02-13;303;13,3;345,9;173,8;1,76
2025-02-13;304;13,3;346,3;179,1;1,96
2025-02-13;305;13,8;347,2;168,8;1,79
2025-02-13;306;13,2;345,7;173,2;1,78
2025-02-13;307;13,1;345,2;161,3;1,64
2025-02-14;303;15,8;352,9;212,2;1,97
2025-02-14;304;15,6;352,4;218,2;1,98
2025-02-14;305;15,4;351,5;196,3;1,72
2025-02-14;306;15,5;351,8;207,4;1,91
2025-02-14;307;15,7;352,5;202,2;1,82
2025-02-15;303;15,7;352,5;214,2;1,84
2025-02-15;304;14,9;350,4;199,1;1,99
2025-02-15;305;15,5;351,9;201,9;1,81
2025-02-15;306;15,8;352,7;216,1;1,96
2025-02-15;307;15,4;351,5;194,3;1,76
2025-02-16;303;14,9;350,3;188,2;1,75
2025-02-16;304;14,7;349,8;196,9;1,82
2025-02-16;305;15,1;350,7;201,5;1,88
2025-02-16;306;15,0;350,5;199,5;1,88
2025-02-16;307;14,7;349,7;181,5;1,71
2025-02-17;303;13,2;345,6;171,5;1,81
2025-02-17;304;13,5;346,7;184,7;1,95
2025-02-17;305;13,0;345,0;164,7;1,81
2025-02-17;306;13,2;345,4;173,2;1,85
2025-02-17;307;12,9;344,8;160,8;1,77
2025-02-18;303;12,7;344,5;171,5;1,88
2025-02-18;304;13,7;347,0;181,8;1,74
2025-02-18;305;13,4;346,2;165,5;1,67
2025-02-18;306;12,8;344,6;169,6;1,9
2025-02-18;307;13,8;347,4;166,9;1,7
2025-02-19;303;14,7;349,6;191,6;1,83
2025-02-19;304;14,2;348,3;188,1;1,88
2025-02-19;305;14,9;350,3;186,8;1,71
2025-02-19;306;14,1;348,3;174,9;1,76
2025-02-19;307;14,7;349,9;181,8;1,77
2025-02-20;303;16,4;354,5;230,2;1,98
2025-02-20;304;16,1;353,6;231,8;1,91
2025-02-20;305;16,1;353,4;214,6;1,85
2025-02-20;306;15,5;352,0;205,4;1,81
2025-02-20;307;16,3;354,0;216,8;1,88
2025-02-21;303;14,8;349,9;189,5;1,79
2025-02-21;304;14,7;350,0;194,5;1,76
2025-02-21;305;14,9;350,2;189,9;1,72
2025-02-21;306;14,6;349,4;184,2;1,78
2025-02-21;307;14,3;348,6;172,5;1,69
2025-02-22;303;14,8;349,9;195,0;1,73
2025-02-22;304;15,5;352,0;208,6;1,84
2025-02-22;305;15,6;352,0;198,1;1,76
2025-02-22;306;15,3;351,3;198,9;1,86
2025-02-22;307;15,1;350,8;185,2;1,68
2025-02-23;303;15,1;350,9;201,1;1,77
2025-02-23;304;15,1;350,9;207,3;2,01
2025-02-23;305;15,5;351,9;203,2;1,88
2025-02-23;306;15,7;352,6;211,7;1,79
2025-02-23;307;15,2;351,0;188,9;1,71
2025-02-24;303;14,0;347,8;183,6;1,82
2025-02-24;304;14,6;349,6;192,8;1,81
2025-02-24;305;14,5;349,1;183,9;1,73
2025-02-24;306;14,5;349,2;187,3;1,88
2025-02-24;307;14,2;348,3;169,9;1,62
2025-02-25;303;14,5;349,1;186,4;1,82
2025-02-25;304;13,8;347,3;178,3;1,74
2025-02-25;305;14,3;348,4;181,4;1,83
2025-02-25;306;14,0;347,8;178,9;1,79
2025-02-25;307;14,4;348,9;176,3;1,72
2025-02-26;303;14,0;347,8;177,5;1,87
2025-02-26;304;14,9;350,2;196,5;1,84
2025-02-26;305;14,2;348,3;177,1;1,72
2025-02-26;306;14,7;349,7;191,7;1,85
2025-02-26;307;14,5;349,1;176,3;1,66
2025-02-27;303;15,7;352,7;213,4;1,95
2025-02-27;304;15,8;352,6;214,7;1,95
2025-02-27;305;15,6;352,2;203,0;1,77
2025-02-27;306;15,5;352,0;208,7;1,86
2025-02-27;307;15,4;351,6;194,5;1,83
2025-02-28;303;16,0;353,2;222,2;1,92
2025-02-28;304;15,9;353,0;224,6;2,0
2025-02-28;305;16,0;353,2;213,9;1,77
2025-02-28;306;15,9;353,1;218,0;1,96
2025-02-28;307;16,1;353,4;211,1;1,81
2025-03-01;303;14,5;349,1;184,0;1,75
2025-03-01;304;14,2;348,4;188,6;1,91
2025-03-01;305;13,9;347,5;169,4;1,68
2025-03-01;306;14,3;348,5;185,0;1,77
2025-03-01;307;14,2;348,4;168,6;1,72
2025-03-02;303;13,9;347,6;180,2;1,7
2025-03-02;304;13,8;347,5;180,8;1,78
2025-03-02;305;13,7;347,0;169,4;1,74
2025-03-02;306;14,0;347,8;175,5;1,72
2025-03-02;307;13,5;346,5;168,6;1,73
2025-03-03;303;14,5;349,1;184,2;1,86
2025-03-03;304;14,8;350,0;198,0;1,93
2025-03-03;305;14,5;349,1;178,9;1,75
2025-03-03;306;14,9;350,4;196,7;1,75
2025-03-03;307;14,9;350,4;179,9;1,75
2025-03-04;303;14,5;349,3;187,3;1,68
2025-03-04;304;14,9;350,3;194,2;1,83
2025-03-04;305;14,7;349,6;186,1;1,66
2025-03-04;306;14,9;350,2;195,5;1,83
2025-03-04;307;15,1;350,7;187,3;1,72
2025-03-05;303;14,3;348,6;179,8;1,76
2025-03-05;304;14,8;350,1;200,1;1,81
2025-03-05;305;13,7;346,8;173,8;1,82
2025-03-05;306;14,0;347,9;172,4;1,77
2025-03-05;307;14,1;348,0;168,8;1,63
2025-03-06;303;15,4;351,6;202,5;1,75
2025-03-06;304;15,3;351,5;208,9;1,87
2025-03-06;305;14,7;349,6;190,7;1,85
2025-03-06;306;15,5;352,0;202,7;1,79
2025-03-06;307;15,0;350,4;184,9;1,75
2025-03-07;303;15,5;352,0;204,3;1,76
2025-03-07;304;15,9;353,2;225,6;1,97
2025-03-07;305;15,5;351,9;198,7;1,86
2025-03-07;306;15,4;351,6;203,0;1,92
2025-03-07;307;15,2;351,0;192,7;1,79
2025-03-08;303;14,5;349,1;189,5;1,81
2025-03-08;304;13,9;347,6;181,2;1,83
2025-03-08;305;14,5;349,2;185,5;1,71
2025-03-08;306;14,6;349,3;184,6;1,78
2025-03-08;307;14,4;349,0;177,5;1,68
2025-03-09;303;15,3;351,4;197,9;1,76
2025-03-09;304;15,1;350,8;201,8;1,96
2025-03-09;305;15,5;351,9;195,0;1,68
2025-03-09;306;16,0;353,3;218,0;1,88
2025-03-09;307;16,0;353,2;206,3;1,8
2025-03-10;303;14,5;349,3;185,0;1,75
2025-03-10;304;14,5;349,0;188,8;1,8
2025-03-10;305;14,6;349,5;180,5;1,72
2025-03-10;306;14,4;349,0;179,6;1,73
2025-03-10;307;14,7;349,8;177,3;1,66
2025-03-11;303;14,1;348,1;176,7;1,78
2025-03-11;304;13,6;346,9;176,4;1,85
2025-03-11;305;13,9;347,6;171,4;1,69
2025-03-11;306;13,6;346,8;179,0;1,85
2025-03-11;307;13,8;347,2;169,5;1,68
2025-03-12;303;14,0;347,8;177,2;1,8
2025-03-12;304;13,2;345,7;180,8;1,97
2025-03-12;305;13,4;346,2;163,2;1,64
2025-03-12;306;13,5;346,5;171,8;1,81
2025-03-12;307;13,8;347,4;167,4;1,74
2025-03-13;303;14,3;348,6;184,7;1,86
2025-03-13;304;14,5;349,3;192,8;1,86
2025-03-13;305;14,7;349,6;189,1;1,76
2025-03-13;306;14,3;348,8;180,4;1,76
2025-03-13;307;14,6;349,4;184,7;1,76
2025-03-14;303;15,1;350,7;202,2;1,92
2025-03-14;304;15,0;350,6;201,5;1,87
2025-03-14;305;14,0;347,8;175,0;1,68
2025-03-14;306;15,3;351,3;204,6;1,97
2025-03-14;307;14,8;350,0;184,3;1,72
2025-03-15;303;14,7;349,8;193,3;1,87
2025-03-15;304;14,9;350,4;200,4;1,83
2025-03-15;305;15,2;350,9;196,6;1,76
2025-03-15;306;14,2;348,4;180,6;1,76
2025-03-15;307;15,0;350,6;184,5;1,76
2025-03-16;303;14,5;349,2;184,2;1,74
2025-03-16;304;13,9;347,7;178,6;1,73
2025-03-16;305;14,8;350,0;188,7;1,77
2025-03-16;306;14,3;348,6;184,4;1,8
2025-03-16;307;14,7;349,7;182,1;1,7
2025-03-17;303;13,8;347,3;174,3;1,82
2025-03-17;304;13,9;347,5;181,6;1,85
2025-03-17;305;13,7;346,9;172,1;1,86
2025-03-17;306;12,9;344,9;170,8;1,83
2025-03-17;307;13,4;346,3;167,1;1,73
2025-03-18;303;13,3;346,0;172,6;1,83
2025-03-18;304;13,0;345,0;175,3;1,88
2025-03-18;305;13,3;345,8;167,9;1,79
2025-03-18;306;13,1;345,3;168,3;1,85
2025-03-18;307;13,2;345,5;161,2;1,7
2025-03-19;303;13,3;346,0;173,9;1,84
2025-03-19;304;13,6;346,8;180,2;1,82
2025-03-19;305;13,9;347,5;172,7;1,8
2025-03-19;306;14,1;348,1;183,3;1,87
2025-03-19;307;13,5;346,5;167,1;1,77
2025-03-20;303;13,1;345,4;171,1;1,81
2025-03-20;304;13,1;345,7;178,2;1,95
2025-03-20;305;13,8;347,2;167,1;1,67
2025-03-20;306;13,5;346,2;175,2;1,76
2025-03-20;307;13,5;346,5;164,2;1,74
2025-03-21;303;14,4;349,0;183,0;1,83
2025-03-21;304;13,7;347,1;179,1;1,8
2025-03-21;305;14,0;347,8;174,3;1,69
2025-03-21;306;14,4;348,8;189,2;1,8
2025-03-21;307;14,6;349,3;176,3;1,68
2025-03-22;303;15,9;352,8;211,7;1,88
2025-03-22;304;15,6;352,2;220,3;2,01
2025-03-22;305;15,7;352,4;213,3;1,9
2025-03-22;306;15,7;352,6;209,4;1,91
2025-03-22;307;15,3;351,4;196,3;1,73
2025-03-23;303;16,1;353,6;221,3;1,95
2025-03-23;304;15,6;352,2;216,7;1,93
2025-03-23;305;15,5;351,8;201,1;1,81
2025-03-23;306;15,9;352,9;215,4;1,86
2025-03-23;307;15,3;351,4;194,0;1,73
2025-03-24;303;14,0;347,9;173,8;1,83
2025-03-24;304;13,9;347,6;178,0;1,71
2025-03-24;305;14,2;348,2;177,4;1,79
2025-03-24;306;14,4;348,9;183,4;1,77
2025-03-24;307;14,3;348,7;168,5;1,62
2025-03-25;303;13,0;345,0;170,9;1,8
2025-03-25;304;13,2;345,6;181,4;1,87
2025-03-25;305;12,9;344,7;167,9;1,77
2025-03-25;306;13,4;346,2;174,7;1,81
2025-03-25;307;13,8;347,4;163,7;1,6
2025-03-26;303;14,6;349,5;189,5;1,83
2025-03-26;304;15,6;352,3;215,8;1,92
2025-03-26;305;15,0;350,3;193,0;1,82
2025-03-26;306;14,9;350,3;199,5;1,85
2025-03-26;307;15,6;352,1;194,7;1,81
2025-03-27;303;13,6;346,8;176,5;1,78
2025-03-27;304;13,5;346,5;177,2;1,91
2025-03-27;305;13,6;346,7;168,4;1,75
2025-03-27;306;13,7;347,1;173,0;1,81
2025-03-27;307;13,5;346,5;161,7;1,79
2025-03-28;303;14,0;347,8;171,3;1,67
2025-03-28;304;14,1;348,1;182,4;1,82
2025-03-28;305;13,7;346,8;171,9;1,75
2025-03-28;306;14,0;347,9;172,3;1,67
2025-03-28;307;13,6;346,7;163,4;1,63
2025-03-29;303;15,8;352,8;217,8;1,88
2025-03-29;304;16,5;354,8;235,0;2,01
2025-03-29;305;15,8;352,6;208,8;1,73
2025-03-29;306;15,6;352,1;209,3;1,86
2025-03-29;307;15,9;353,0;199,6;1,7
2025-03-30;303;13,2;345,7;172,0;1,91
2025-03-30;304;13,4;346,3;178,0;1,78
2025-03-30;305;13,1;345,4;168,7;1,76
2025-03-30;306;13,5;346,6;170,8;1,65
2025-03-30;307;13,8;347,4;163,2;1,64
2025-03-31;303;14,6;349,5;191,3;1,81
2025-03-31;304;14,6;349,6;194,2;1,78
2025-03-31;305;14,8;349,9;180,9;1,65
2025-03-31;306;15,3;351,5;203,0;1,94
2025-03-31;307;15,0;350,5;183,7;1,68
